2017 CAI View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2171,Care N' Care Insurance Company,"CARE N' CARE INSURANCE COMPANY, INC.",North Texas Specialty Physicians,No,I,E,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2174,Trillium Medicare Advantage,TRILLIUM COMMUNITY HEALTH PLAN,Centene Corporation,No,J,F,N/A,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2185,LifeWorks Advantage (HMO SNP),"LIFEWORKS ADVANTAGE, LLC","MFA Lifeworks, LLC",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2224,Senior Whole Health,"SENIOR WHOLE HEALTH, LLC","SWH Holdings, Inc.",No,H,C,N/A,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2225,"Commonwealth Care Alliance, Inc.","COMMONWEALTH CARE ALLIANCE, INC.","Commonwealth Care Alliance, Inc.",No,H,D,N/A,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2226,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",No,G,C,N/A,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2228,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",No,J,D,N/A,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2230,Blue Cross Blue Shield of Massachusetts,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.","Blue Cross and Blue Shield of Massachusetts, Inc.",No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2237,iCare,"INDEPENDENT CARE HEALTH PLAN, INC.",Independent Care Health Plan Inc.,No,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2241,Golden State Medicare Health Plan,GOLDEN STATE MEDICARE HEALTH PLAN,Golden State Medicare Health Plan,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2256,Tufts Health Plan,TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION,"Tufts Associated HMO, Inc.",No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2261,Blue Cross Blue Shield of Massachusetts,"BCBS  OF MASSACHUSETTS HMO BLUE, INC.","Blue Cross and Blue Shield of Massachusetts, Inc.",No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2320,Priority Health Medicare,PRIORITY HEALTH,Spectrum Health System,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2322,HAP Senior Plus (PPO),ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,Henry Ford Health System,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2334,Eon Health,"EON HEALTH, INC. (SC)","Eon Health Plan, LLC",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2354,HAP Senior Plus,HEALTH ALLIANCE PLAN OF MICHIGAN,Henry Ford Health System,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2400,Signature Advantage (HMO SNP),"SIGNATURE ADVANTAGE, LLC","SA Plan, LLC",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2406,UnitedHealthcare,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","UnitedHealth Group, Inc.",No,J,F,N/A,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2411,Fallon Health,FALLON COMMUNITY HEALTH PLAN,Fallon Community Health Plan,No,A,A,N/A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2416,PrimeWest Health,PRIMEWEST RURAL MN HEALTH CARE ACCESS INITIATIVE,PrimeWest Rural MN Health Care Access Initiative,No,H,C,N/A,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2417,Itasca Medical Care/IMCare Classic,ITASCA MEDICAL CARE,Itasca County Health & Human Services,No,H,D,N/A,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2419,South Country Health Alliance,SOUTH COUNTRY HEALTH ALLIANCE,South Country Health Alliance,No,H,D,N/A,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2422,HealthPartners,"HEALTHPARTNERS, INC.","HealthPartners, Inc.",No,G,C,N/A,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2425,Blue Plus,BLUE PLUS,"Aware Integrated, Inc.",No,H,C,N/A,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2450,Medica Insurance Company,MEDICA INSURANCE COMPANY,Medica Holding Company,No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2456,UCare's MSHO,UCARE MINNESOTA,UCare Minnesota,No,G,C,N/A,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2458,Medica Health Plans,MEDICA HEALTH PLANS,Medica Holding Company,No,H,D,N/A,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2459,UCare,UCARE MINNESOTA,UCare Minnesota,No,A,A,N/A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2461,Blue Cross and Blue Shield of Minnesota,BLUE CROSS AND BLUE SHIELD OF MINNESOTA,"Aware Integrated, Inc.",No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2462,HealthPartners,"GROUP HEALTH PLAN, INC. (MN)","HealthPartners, Inc.",No,A,A,N/A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2470,Fallon Health Weinberg,"FALLON HEALTH WEINBERG, INC.",Fallon Community Health Plan,No,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2486,"Humana Medical Plan of Utah, Inc.","HUMANA MEDICAL PLAN OF UTAH, INC.",Humana Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2491,WellCare Health Plan,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","WellCare Health Plans, Inc.",No,J,E,N/A,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2563,Optima Medicare,OPTIMA HEALTH PLAN,Sentara Health Care (SHC),No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2591,Health Alliance Medicare,"HEALTH ALLIANCE - MIDWEST, INC.",The Carle Foundation,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2593,"CareMore Health Plan of Arizona, Inc.","CAREMORE HEALTH PLAN OF ARIZONA, INC.",Anthem Inc.,No,I,D,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2610,Essence Healthcare,"ESSENCE HEALTHCARE, INC.",Essence Group Holdings Corporation,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2649,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2663,Coventry Health Care,"COVENTRY HEALTH CARE OF MISSOURI, INC",Aetna Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2758,Florida Blue Preferred HMO,"BEHEALTHY FLORIDA, INC.",Guidewell Mutual Holding Corporation,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2773,QUALITY HEALTH PLANS,"QUALITY HEALTH PLANS OF NEW YORK, INC.","QHP Financial Group, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2775,Universal American Corp.,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,No,H,D,N/A,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2802,UnitedHealthcare,"UNITEDHEALTHCARE OF THE MIDLANDS, INC.","UnitedHealth Group, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2816,Universal American Corp.,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,No,H,D,N/A,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2836,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS, INC.",Anthem Inc.,No,E,B,N/A,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2879,Molina Healthcare of Wisconsin,MOLINA HEALTHCARE OF WISCONSIN,"Molina Healthcare, Inc.,",No,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2906,Senior Care Plus,"HOMETOWN HEALTH PLAN, INC.",Renown Health,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2926,PrimeWest Health,PRIMEWEST RURAL MN HEALTH CARE ACCESS INITIATIVE,PrimeWest Rural MN Health Care Access Initiative,No,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2931,UnitedHealthcare,"HEALTH PLAN OF NEVADA, INC.","UnitedHealth Group, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2944,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2949,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2960,Senior Care Plus,"HOMETOWN HEALTH PLAN, INC.",Renown Health,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2962,Ultimate Health Plans,"ULTIMATE HEALTH PLANS, INC.","ULTIMATE HEALTH PLAN, INC.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2968,Memorial Hermann Health Plan,MEMORIAL HERMANN HEALTH INSURANCE  COMPANY,Memorial Hermann Health System,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2986,Stanford Health Care Advantage,STANFORD HEALTHCARE ADVANTAGE,Stanford Health Care,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3054,Constellation Health,"CONSTELLATION HEALTH, LLC.","Constellation Health, LLC.",Yes,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3071,"Community Care Alliance of Illinois, NFP","COMMUNITY CARE ALLIANCE OF ILLINOIS, NFP",Family Health Network,No,J,F,N/A,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3113,UnitedHealthcare,"OXFORD HEALTH PLANS (NJ), INC.","UnitedHealth Group, Inc.",No,J,F,N/A,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3132,AHF,"AHF MCO OF FLORIDA, INC.",AIDS Healthcare Foundation,No,I,E,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3152,Aetna Medicare,AETNA HEALTH INC. (NJ),Aetna Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3154,Horizon Blue Cross Blue Shield of New Jersey,HORIZON INSURANCE COMPANY,"Horizon Healthcare Services, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3170,Blue Cross and Blue Shield of Nebraska,"SAPPHIRE EDGE, INC.",Blue Cross Blue Shield of Nebraska,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3204,Presbyterian Senior Care (HMO),PRESBYTERIAN HEALTH PLAN,Presbyterian Healthcare Services,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3206,Presbyterian MediCare PPO,"PRESBYTERIAN INSURANCE COMPANY, INC.",Presbyterian Healthcare Services,No,D,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3233,Premier Health Plan,PREMIER HEALTH INSURING CORPORATION,Premier Health Partners,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3240,Amerigroup Community Care,"AMERIGROUP NEW JERSEY, INC.",Anthem Inc.,No,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3251,Blue Cross Blue Shield of New Mexico,HEALTH CARE SERVICE CORPORATION,Health Care Service Corporation,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3259,BlueCare Plus Tennessee,VOLUNTEER STATE HEALTH PLAN,BlueCross BlueShield of Tennessee,No,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3262,Fresenius Health Plans,"FRESENIUS HEALTH PLANS OF NEW YORK, INC.",Fresenius Medicare Care AG & Co. KGaA,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3291,PruittHealth Premier (HMO SNP),"PRUITTHEALTH PREMIER, INC.","UNICO Premier, LLC",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3305,MVP HEALTH CARE,"MVP HEALTH PLAN, INC.","MVP Health Care, Inc.",No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3307,UnitedHealthcare,"OXFORD HEALTH PLANS (NY), INC.","UnitedHealth Group, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3312,Aetna Medicare,AETNA HEALTH INC. (NY),Aetna Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3314,HIP Health Plan of Greater New York,HEALTH INSURANCE PLAN OF GREATER NEW YORK,"EmblemHealth, Inc.",No,D,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3328,Fidelis Care,"THE NEW YORK STATE CATHOLIC HEALTH PLAN, INC.","The New York State Catholic Health Plan, Inc.",No,J,E,N/A,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3330,EmblemHealth Medicare HMO,HEALTH INSURANCE PLAN OF GREATER NEW YORK,"EmblemHealth, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3335,"Excellus Health Plan, Inc","EXCELLUS HEALTH PLAN, INC.","Lifetime Healthcare, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3337,Liberty Health Advantage,"LIBERTY HEALTH ADVANTAGE, INC.","Liberty Health Advantage, Inc.",No,I,E,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3342,Empire BlueCross BlueShield,"EMPIRE HEALTHCHOICE ASSURANCE, INC.",Anthem Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3344,Independent Health,INDEPENDENT HEALTH BENEFITS CORPORATION,"Independent Health Association, Inc.",No,D,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3347,Elderplan,"ELDERPLAN, INC.","Elderplan, Inc.",No,H,D,N/A,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3351,"Excellus Health Plan, Inc","EXCELLUS HEALTH PLAN, INC.","Lifetime Healthcare, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3359,Healthfirst Medicare Plan,"HEALTHFIRST HEALTH PLAN, INC.","Healthfirst, Inc.",No,J,E,N/A,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3361,WellCare,"WELLCARE OF NEW YORK, INC.","WellCare Health Plans, Inc.",No,I,E,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3362,Independent Health,"INDEPENDENT HEALTH ASSOCIATION, INC.","Independent Health Association, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3370,Empire BlueCross BlueShield,"EMPIRE HEALTHCHOICE HMO, INC.",Anthem Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3379,UnitedHealthcare,"UNITEDHEALTHCARE OF NEW YORK, INC.","UnitedHealth Group, Inc.",No,H,D,N/A,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3384,BlueCross BlueShield of WNY and BlueShield of NENY,HEALTHNOW NEW YORK INC.,HealthNow New York Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3387,UnitedHealthcare,"UNITEDHEALTHCARE OF NEW YORK, INC.","UnitedHealth Group, Inc.",No,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3388,CDPHP Medicare Choices,"CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN, INC.","Capital District Physicians' Health Plan, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3404,Blue Cross and Blue Shield of North Carolina,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3416,HealthPartners UnityPoint Health,"HEALTHPARTNERS UNITYPOINT HEALTH, INC.","HealthPartners UnityPoint Health, Inc.",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3447,Anthem HealthKeepers,"HEALTHKEEPERS, INC.",Anthem Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3449,Blue Cross and Blue Shield of North Carolina,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3471,Health Alliance Medicare,"HEALTH ALLIANCE NORTHWEST HEALTH PLAN, INC.",The Carle Foundation,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3503,Sanford Heart of America Health Plan,SANFORD HEART OF AMERICA HEALTH PLAN,Sanford,No,A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3528,"ConnectiCare, Inc.","CONNECTICARE, INC.","EmblemHealth, Inc.",No,C,C,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3533,"Humana Health Company of New York, Inc.","HUMANA HEALTH COMPANY OF NEW YORK, INC.",Humana Inc.,No,I,E,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3536,Anthem Blue Cross and Blue Shield,"MATTHEW THORNTON HEALTH PLAN, INC.",Anthem Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3561,"HEALTH NET COMMUNITY SOLUTIONS, INC.","HEALTH NET COMMUNITY SOLUTIONS, INC.",Centene Corporation,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3597,Aetna Medicare,AETNA HEALTH INC. (ME),Aetna Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3653,Paramount Elite,"PARAMOUNT CARE, INC.",Promedica Health System,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3655,Anthem Blue Cross and Blue Shield,COMMUNITY INSURANCE COMPANY,Anthem Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3660,SummaCare Medicare Advantage Plans,SUMMACARE INC.,Summa Health System,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3664,PrimeTime Health Plan,AULTCARE HEALTH INSURING CORPORATION,Aultman Health Foundation,No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3668,MediGold,"MOUNT CARMEL HEALTH PLAN, INC.",Trinity Health,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3672,The Health Plan,HEALTH PLAN OF THE UPPER OHIO VALLEY,Health Plan of the Upper Ohio Valley,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3706,GlobalHealth,"GLOBALHEALTH, INC.","Kinderhook Capital Fund III, L.P.",No,I,B,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3708,Tribute Health Plan of Oklahoma,"OKLAHOMA SUPERIOR SELECT, INC.","Healthcare Investors, LLC",No,J,F,N/A,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3749,UnitedHealthcare,"UNITEDHEALTHCARE OF OKLAHOMA, INC.","UnitedHealth Group, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
