2017 CAI View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3755,CommunityCare Senior Health Plan (HMO),"COMMUNITY CARE HMO, INC","CommunityCare Managed Healthcare Plans of OK, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3765,HeartlandPlains Health,HEARTLANDPLAINS HEALTH,Catholic Health Initiatives,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3794,UnitedHealthcare,CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY,"UnitedHealth Group, Inc.",No,H,D,N/A,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3805,UnitedHealthcare,"UNITEDHEALTHCARE OF OREGON, INC.","UnitedHealth Group, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3810,AllCare Advantage,"ALLCARE HEALTH PLAN, INC.","MidRogue AllCare Health Assurance, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3811,Samaritan Advantage Health Plan,"SAMARITAN HEALTH PLANS, INC.",Samaritan Health Services,No,I,E,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3813,"Moda Health Plan, Inc.","MODA HEALTH PLAN, INC.","Moda, Inc.",No,A,A,N/A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3814,ATRIO Health Plans,ATRIO HEALTH PLANS,ATRIO Health Plans,No,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3815,Alignment Health Plan,ALIGNMENT HEALTH PLAN,"Alignment Healthcare USA, LLC",No,H,D,N/A,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3817,Regence BlueCross BlueShield of Oregon,REGENCE BLUECROSS BLUESHIELD OF OREGON,"Cambia Health Solutions, Inc.",No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3818,FamilyCare Health,"FAMILYCARE HEALTH PLANS, INC.",FamilyCare Incorporated,No,J,E,N/A,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3822,"Blue Cross Blue Shield of IL, MT, NM",HEALTH CARE SERVICE CORPORATION,Health Care Service Corporation,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3832,HMSA Akamai Advantage,HAWAII MEDICAL SERVICE ASSOCIATION,Hawaii Medical Service Association,No,A,A,N/A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3864,PacificSource Medicare,PACIFICSOURCE COMMUNITY HEALTH PLANS,PacificSource Health Plans,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3890,Johns Hopkins HealthCare LLC,"HOPKINS HEALTH ADVANTAGE, INC.",Johns Hopkins Healthcare LLC,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3907,UPMC Health Plan,"UPMC HEALTH PLAN, INC.",UPMC Health System,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3909,Personal Choice 65 PPO,QCC INSURANCE COMPANY,"Independence Health Group, Inc.",No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3916,Highmark Senior Health Company,HIGHMARK SENIOR HEALTH COMPANY,Highmark Health,No,D,A,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3923,Capital Advantage Insurance Company,CAPITAL ADVANTAGE INSURANCE COMPANY,Capital BlueCross,No,D,A,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3924,Geisinger Gold,GEISINGER INDEMNITY INSURANCE COMPANY,Geisinger Health System,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3928,Coventry Health Care,AETNA HEALTH INC. (LA),Aetna Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3931,Aetna Medicare,AETNA HEALTH INC. (PA),Aetna Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3945,Cigna-HealthSpring,CIGNA HEALTH AND LIFE INSURANCE COMPANY,CIGNA,No,I,E,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3949,Cigna-HealthSpring,"BRAVO HEALTH PENNSYLVANIA, INC.",CIGNA,No,I,E,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3952,Keystone 65 HMO,"KEYSTONE HEALTH PLAN EAST, INC.","Independence Health Group, Inc.",No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3954,Geisinger Gold,GEISINGER HEALTH PLAN,Geisinger Health System,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3957,Highmark Choice Company,HIGHMARK CHOICE COMPANY,Highmark Health,No,D,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3959,"d/b/a HealthAmerica Pennsylvania, Inc.",AETNA HEALTH INC. (PA),Aetna Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3962,"Keystone Health Plan Central, Inc.","KEYSTONE HEALTH PLAN CENTRAL, INC.",Capital BlueCross,No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3979,Blue Cross Blue Shield of OK,"GHS HEALTH MAINTENANCE ORGANIZATION, INC.",Health Care Service Corporation,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4003,Medicare y Mucho Mßs,"MMM HEALTHCARE, LLC",InnovaCare Inc.,Yes,J,F,N/A,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4004,PMC Medicare Choice,"MMM HEALTHCARE, LLC",InnovaCare Inc.,Yes,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4005,Triple-S Advantage,"TRIPLE S ADVANTAGE, INC.",Triple-S Management Corporation,Yes,H,D,N/A,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4007,"HUMANA HEALTH PLANS OF PUERTO RICO, INC.","HUMANA HEALTH PLANS OF PUERTO RICO, INC.",Humana Inc.,Yes,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4036,Anthem Blue Cross and Blue Shield,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4093,Provider Partners Pennsylvania Advantage Plan,"PROVIDER PARTNERS HEALTH PLAN OF PENNSYLVANIA, INC","Provider Partners Health Plan of Pennsylvania, Inc",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4141,"Humana Employers Health Plan of Georgia, Inc.","HUMANA EMPLOYERS HEALTH PLAN OF GEORGIA, INC.",Humana Inc.,No,I,E,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4145,"Humana Regional Health Plan, Inc.","HUMANA REGIONAL HEALTH PLAN, INC.",Humana Inc.,No,I,E,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4152,Blue Cross & Blue Shield of Rhode Island,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND,Blue Cross & Blue Shield of Rhode Island,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4172,NHC Advantage (HMO SNP),"NHC ADVANTAGE, LLC","Missouri Healthcare Advisors, LLC",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4198,CommunityCare Advantage Medicare Plan (HMO),"COMMUNITYCARE GOVERNMENT PROGRAMS, INC.",St Francis Health System & St John Health System,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4213,ARKANSAS BLUE CROSS AND BLUE SHIELD,USABLE MUTUAL INSURANCE COMPANY,USAble Mutual Insurance Company,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4227,"Vista Health Plan, Inc.","VISTA HEALTH PLAN, INC.","Independence Health Group, Inc.",No,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4262,Blue Cross Blue Shield of Michigan,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan Mutual Insuranc,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4279,UPMC for You,"UPMC FOR YOU, INC",UPMC Health System,No,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4346,CareMore Health Plan of Nevada,CAREMORE HEALTH PLAN OF NEVADA,Anthem Inc.,No,H,B,N/A,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4388,"Security Health Plan of Wisconsin, Inc.","SECURITY HEALTH PLAN OF WISCONSIN, INC.","Marshfield Clinic Health System, Inc.",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4407,Cigna-HealthSpring,"HEALTHSPRING OF TENNESSEE, INC.",CIGNA,No,I,E,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4454,Cigna-HealthSpring,"HEALTHSPRING OF TENNESSEE, INC.",CIGNA,No,I,D,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4461,Cariten Health Plan Inc.,CARITEN HEALTH PLAN INC.,Humana Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4490,Missouri Medicare Select (HMO SNP),"MISSOURI MEDICARE SELECT, LLC","MO Select, LLC",No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4497,Medical Mutual of Ohio,MEDICAL MUTUAL OF OHIO,MEDICAL MUTUAL OF OHIO,No,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4506,Universal American Corp.,"SELECTCARE OF TEXAS, INC.",Universal American Corp.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4513,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,No,I,D,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4514,UnitedHealthcare,"UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, LLC","UnitedHealth Group, Inc.",No,I,E,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4523,Aetna Medicare,AETNA HEALTH INC. (TX),Aetna Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4527,UnitedHealthcare,PHYSICIANS HEALTH CHOICE OF TEXAS LLC,"UnitedHealth Group, Inc.",No,I,D,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4528,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,No,I,E,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4564,SeniorCare (Cost),SCOTT AND WHITE HEALTH PLAN,Baylor Scott & White Holdings,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4590,UnitedHealthcare,"UNITEDHEALTHCARE BENEFITS OF TEXAS, INC.","UnitedHealth Group, Inc.",No,H,D,N/A,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4604,UnitedHealthcare,"UNITEDHEALTHCARE OF UTAH, INC.","UnitedHealth Group, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4605,Regence BlueCross BlueShield of Utah,REGENCE BLUECROSS BLUESHIELD OF UTAH,"Cambia Health Solutions, Inc.",No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4754,PacificSource Medicare,PACIFICSOURCE COMMUNITY HEALTH PLANS,PacificSource Health Plans,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4875,Priority Health Medicare,PRIORITY HEALTH,Spectrum Health System,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4876,Constellation Health,"CONSTELLATION HEALTH, LLC.","Constellation Health, LLC.",Yes,H,D,N/A,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4909,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS OF VIRGINIA, INC.",Anthem Inc.,No,A,A,N/A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4922,AgeWell New York,"AGEWELL NEW YORK, LLC","ParkerCare New York, LLC",No,I,E,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4931,University Care Advantage,"UNIVERSITY CARE ADVANTAGE, INC.",Banner Health,No,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5008,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",No,J,F,N/A,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5009,Regence BlueShield,REGENCE BLUESHIELD,"Cambia Health Solutions, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5010,Asuris Northwest Health,ASURIS NORTHWEST HEALTH,"Cambia Health Solutions, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5042,CDPHP Medicare Choices,"CDPHP UNIVERSAL BENEFITS, INC.","Capital District Physicians' Health Plan, Inc.",No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5050,Group Health Cooperative,GROUP HEALTH COOPERATIVE,Group Health Cooperative,No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5087,Easy Choice Health Plan,EASY CHOICE HEALTH PLAN INC.,"WellCare Health Plans, Inc.",No,H,D,N/A,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5106,Highmark Senior Solutions Company,HIGHMARK SENIOR SOLUTIONS COMPANY,Highmark Health,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5141,CLOVER HEALTH,CLOVER INSURANCE COMPANY,"Clover Health Investments, LLC",No,I,E,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5190,Sunshine Health Medicare Advantage,"SUNSHINE STATE HEALTH PLAN, INC.",Centene Corporation,No,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5209,"Care Wisconsin Health Plan, Inc.","CARE WISCONSIN HEALTH PLAN, INC.","Care Wisconsin First, Inc.",No,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5211,"Security Health Plan of Wisconsin, Inc.","SECURITY HEALTH PLAN OF WISCONSIN, INC.","Marshfield Clinic Health System, Inc.",No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5215,Network Health Medicare Advantage Plans,NETWORK HEALTH INSURANCE CORPORATION,"Ministry Health Care, Inc.",No,D,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5216,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5253,UnitedHealthcare,"UNITEDHEALTHCARE OF WISCONSIN, INC.","UnitedHealth Group, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5256,Medical Associates Clinic Health Plan of Wisconsin,MEDICAL ASSOCIATES CLINIC HEALTH PLAN,"Medical Associates Clinic, P.C.",No,A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5262,Senior Preferred,GUNDERSEN HEALTH PLAN,Gundersen Lutheran Health System Inc.,No,A,A,N/A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5264,"Dean Health Plan, Inc.","DEAN HEALTH PLAN, INC.",SSM Healthcare Corporation,No,A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5294,Superior HealthPlan Medicare Advantage,"SUPERIOR HEALTH PLAN, INC.",Centene Corporation,No,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5302,Coventry Health Care,AETNA HEALTH INC. (GA),Aetna Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5322,UnitedHealthcare,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,"UnitedHealth Group, Inc.",No,I,D,N/A,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5386,Sharp Advantage,SHARP HEALTH PLAN,Sharp Healthcare,No,A,A,N/A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5410,"HealthSpring of Florida, Inc.",HEALTHSPRING OF FLORIDA,CIGNA,No,F,C,N/A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5415,"Humana Health Insurance Company of Florida, Inc.","HUMANA HEALTH INSURANCE COMPANY OF FLORIDA, INC.",Humana Inc.,No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5420,UnitedHealthcare,"MEDICA HEALTHCARE PLANS, INC.","UnitedHealth Group, Inc.",No,F,C,N/A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5422,Blue Cross Blue Shield Healthcare Plan of Georgia,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA,Anthem Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5425,SCAN Health Plan,SCAN HEALTH PLAN,SCAN Health Plan,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5427,"Freedom Health, Inc.","FREEDOM HEALTH, INC.","America's 1st Choice Holdings of Florida, LLC",No,I,D,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5430,Care1st+,ONECARE BY CARE1ST HEALTH PLAN ARIZONA INC.,California Physicians' Service,No,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5431,"HealthSun Health Plans, Inc.","HEALTHSUN HEALTH PLANS, INC.","HealthSun Health Plans, Inc",No,G,C,N/A,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5433,OneCare,ORANGE COUNTY HEALTH AUTHORITY,Orange County Health Authority,No,K,G,N/A,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5434,Florida Blue,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Guidewell Mutual Holding Corporation,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5435,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5439,Health Net Life Insurance Company,HEALTH NET LIFE INSURANCE COMPANY,Centene Corporation,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5471,"Simply Healthcare Plans, Inc.","SIMPLY HEALTHCARE PLANS, INC.",Anthem Inc.,No,J,D,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5475,MeridianCare,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","Caidan Enterprises, Inc.",No,J,F,N/A,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5520,Health Net Life Insurance Company,HEALTH NET LIFE INSURANCE COMPANY,Centene Corporation,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5521,Aetna Medicare,AETNA LIFE INSURANCE COMPANY,Aetna Inc.,No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5522,"d/b/a HealthAmerica Pennsylvania, Inc.","HEALTHASSURANCE PENNSYLVANIA, INC.",Aetna Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5525,"Humana Benefit Plan of Illinois, Inc.","HUMANA BENEFIT PLAN OF ILLINOIS, INC.",Humana Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5526,BlueCross BlueShield of WNY and BlueShield of NENY,HEALTHNOW NEW YORK INC.,HealthNow New York Inc.,No,C,A,N/A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5528,EmblemHealth Medicare PPO,GROUP HEALTH INCORPORATED,"EmblemHealth, Inc.",No,I,D,N/A,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5530,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS OF KENTUCKY, INC.",Anthem Inc.,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5533,UPMC Health Plan,"UPMC HEALTH NETWORK, INC.",UPMC Health System,No,D,B,N/A,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
